TenureGroup,用户数,流失人数,流失率,平均订单数,平均返现,用户占比
0-3个月,1560,653,0.4185897435897436,2.3173076923076925,155.66423717948717,0.27708703374777977
4-6个月,590,44,0.07457627118644068,2.9694915254237286,169.90599999999998,0.10479573712255773
7-12个月,1584,156,0.09848484848484848,2.7474747474747474,163.3139393939394,0.28134991119005326
13-24个月,1467,95,0.06475800954328562,3.704839809134288,204.91599182004092,0.2605683836589698
25个月及以上,429,0,0.0,3.5454545454545454,222.3400233100233,0.07619893428063944
